"","Tank","Fish","Sex","Eggs","Time.For.Assay.minutes","Round","Assay","Test.animal.origin","Relative.size.counterpart","Rater","Date","Eggs.prior","Age.eggs.prior","Nips","Pec.fans","Tail.Fans","Entrances","Time","Latency","Flee","Tail.strike","Bite","Display","Quiver","Chase.Charge","Sum.Behaviors","Sum.Submissive","Parenting.per,minute","Aggressive.per.minute","Submissive.per.minute","Eggs.after","Eggs.proportion.after","Age.eggs.after","Days.prev.spawn","Days.next.spawn","Days.nearest.spawn","Parenting.per.time"
"356","C15","C15M","M","None",2,"1","Female","C13","Similar","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,18.018,0,5,0,24,0,0,29,0,NA,14.5,0,NA,NA,NA,17,-2,NA,NA
"357","C15","C15F","F","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,0.801,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,18,-1,NA,NA
"358","C15","C15M","M","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,4.361,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,18,-1,NA,NA
"359","C15","C15F","F","None",5,"1","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,24.859,0,7,31,0,0,0,38,0,NA,7.6,0,NA,NA,NA,18,-1,NA,NA
"360","C15","C15M","M","None",5,"1","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,94.795,0,0,1,0,0,0,1,0,NA,0.2,0,NA,NA,NA,18,-1,NA,NA
"361","A21","A21F","F","Surrogate",5,"2","Parenting","A24",NA,"GG",2023-10-17,"538",3,2,0,0,2,5.27200000000005,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0.4,0,439,"81.59851301115242",7,2,-10,NA,0.379362670713198
"362","A21","A21M","M","Surrogate",5,"2","Parenting","A24",NA,"GG",2023-10-17,"538",3,62,101,3,5,175.041,NA,NA,NA,NA,NA,NA,NA,166,0,NA,33.2,0,439,"81.59851301115242",7,2,-10,NA,0.948349243891431
"363","A21","A21F","F","Surrogate",10,"2","Crab","D1",NA,"GG",2023-10-18,NA,NA,NA,NA,NA,NA,NA,4.972,0,101,3,0,0,0,104,0,NA,10.4,0,NA,NA,NA,3,-9,NA,NA
"364","A21","A21M","M","Surrogate",10,"2","Crab","D1",NA,"GG",2023-10-18,NA,NA,NA,NA,NA,NA,NA,22.69,0,11,0,0,0,0,11,0,NA,1.1,0,NA,NA,NA,3,-9,NA,NA
"365","A21","A21F","F","Surrogate",10,"2","Damsel","D1",NA,"GG",2023-10-19,NA,NA,NA,NA,NA,NA,NA,1.902,0,12,3,27,0,181,223,0,NA,22.3,0,NA,NA,NA,4,-8,NA,NA
"366","A21","A21M","M","Surrogate",10,"2","Damsel","D1",NA,"GG",2023-10-19,NA,NA,NA,NA,NA,NA,NA,24.225,0,5,0,11,0,37,53,0,NA,5.3,0,NA,NA,NA,4,-8,NA,NA
"367","A21","A21F","F","Surrogate",2,"2","Male","C14","Smaller","GG",2023-10-20,NA,NA,NA,NA,NA,NA,NA,0.633999999999999,0,2,1,2,0,13,18,0,NA,9,0,NA,NA,NA,5,-7,NA,NA
"368","A21","A21M","M","Surrogate",2,"2","Male","C14","Smaller","GG",2023-10-20,NA,NA,NA,NA,NA,NA,NA,2.837,0,3,0,17,0,4,24,0,NA,12,0,NA,NA,NA,5,-7,NA,NA
"369","A21","A21F","F","Surrogate",2,"2","Female","T3","Similar","GG",2023-10-21,NA,NA,NA,NA,NA,NA,NA,0.968,0,14,6,5,0,0,25,0,NA,12.5,0,NA,NA,NA,6,-6,NA,NA
"370","A21","A21M","M","Surrogate",2,"2","Female","T3","Similar","GG",2023-10-21,NA,NA,NA,NA,NA,NA,NA,7.841,0,1,0,18,0,0,19,0,NA,9.5,0,NA,NA,NA,6,-6,NA,NA
"371","A21","A21F","F","Surrogate",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,1.335,0,0,0,5,0,0,5,0,NA,30,0,NA,NA,NA,7,-5,NA,NA
"372","A21","A21M","M","Surrogate",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,0.134,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,7,-5,NA,NA
"373","A21","A21F","F","Surrogate",5,"2","Rock",NA,NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,2.702,0,69,36,0,0,0,105,0,NA,21,0,NA,NA,NA,7,-5,NA,NA
"374","A21","A21M","M","Surrogate",5,"2","Rock",NA,NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,1.468,0,29,49,0,0,0,78,0,NA,15.6,0,NA,NA,NA,7,-5,NA,NA
"375","B22","B22F","F","None",10,"1","CrabLeashed","D1",NA,"GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,13,-1,NA,NA
"376","B22","B22M","M","None",10,"1","CrabLeashed","D1",NA,"GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,13,-1,NA,NA
"377","B22","B22F","F","None",10,"1","Damsel","D3",NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,23.39,4,8,0,55,0,1,64,4,NA,6.4,0.4,NA,NA,NA,12,-5,NA,NA
"378","B22","B22M","M","None",10,"1","Damsel","D3",NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,6.407,2,2,0,41,0,0,43,2,NA,4.3,0.2,NA,NA,NA,12,-5,NA,NA
"379","B22","B22F","F","None",2,"1","Male","T16","Smaller","GG",2023-10-23,NA,NA,NA,NA,NA,NA,NA,11.144,0,0,0,18,0,1,19,0,NA,9.5,0,NA,NA,NA,13,-4,NA,NA
"380","B22","B22M","M","None",2,"1","Male","T16","Smaller","GG",2023-10-23,NA,NA,NA,NA,NA,NA,NA,2.769,0,0,14,31,2,11,56,2,NA,28,1,NA,NA,NA,13,-4,NA,NA
"381","B22","B22F","F","None",2,"1","Female","T10","Larger","GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,10.01,0,0,0,25,0,2,27,0,NA,13.5,0,NA,NA,NA,14,-3,NA,NA
"382","B22","B22M","M","None",2,"1","Female","T10","Larger","GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,3.404,0,0,0,21,0,2,23,0,NA,11.5,0,NA,NA,NA,14,-3,NA,NA
"383","B22","B22F","F","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-25,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,15,-2,NA,NA
"384","B22","B22M","M","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-25,NA,NA,NA,NA,NA,NA,NA,1.769,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,15,-2,NA,NA
"385","B22","B22F","F","None",5,"1","Rock",NA,NA,"GG",2023-10-25,NA,NA,NA,NA,NA,NA,NA,101.535,0,2,17,0,0,0,19,0,NA,3.8,0,NA,NA,NA,15,-2,NA,NA
"386","B22","B22M","M","None",5,"1","Rock",NA,NA,"GG",2023-10-25,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,15,-2,NA,NA
"387","A24","A24F","F","Surrogate",5,"2","Parenting","A21",NA,"EP",2023-10-17,"867",3,13,7,0,4,35.736,NA,NA,NA,NA,NA,NA,NA,20,0,NA,4,0,610,"70.35755478662054",7,2,-25,NA,0.559659726886053
"388","A24","A24M","M","Surrogate",5,"2","Parenting","A21",NA,"EP",2023-10-17,"867",3,79,53,0,11,263.532,NA,NA,NA,NA,NA,NA,NA,132,0,NA,26.4,0,610,"70.35755478662054",7,2,-25,NA,0.500887937707755
"389","A24","A24F","F","Surrogate",10,"2","CrabLeashed","D2",NA,"EP",2023-10-18,NA,NA,NA,NA,NA,NA,NA,19.519,0,3,24,0,0,0,27,0,NA,2.7,0,NA,NA,NA,3,-24,NA,NA
"390","A24","A24M","M","Surrogate",10,"2","CrabLeashed","D2",NA,"EP",2023-10-18,NA,NA,NA,NA,NA,NA,NA,160.393,0,0,2,0,0,0,2,0,NA,0.2,0,NA,NA,NA,3,-24,NA,NA
"391","A24","A24F","F","Surrogate",10,"2","Damsel","D2",NA,"GG",2023-10-19,NA,NA,NA,NA,NA,NA,NA,6.606,1,0,0,15,0,26,41,1,NA,4.1,0.1,NA,NA,NA,4,-23,NA,NA
"392","A24","A24M","M","Surrogate",10,"2","Damsel","D2",NA,"GG",2023-10-19,NA,NA,NA,NA,NA,NA,NA,184.451,2,0,0,2,0,3,5,2,NA,0.5,0.2,NA,NA,NA,4,-23,NA,NA
"393","A24","A24F","F","Surrogate",2,"2","Male","B24","Smaller","GG",2023-10-20,NA,NA,NA,NA,NA,NA,NA,11.878,0,4,0,6,0,0,10,0,NA,5,0,NA,NA,NA,5,-22,NA,NA
"394","A24","A24M","M","Surrogate",2,"2","Male","B24","Smaller","GG",2023-10-20,NA,NA,NA,NA,NA,NA,NA,7.841,0,0,0,5,2,3,8,2,NA,4,1,NA,NA,NA,5,-22,NA,NA
"395","A24","A24F","F","Surrogate",2,"2","Female","T6","Smaller","GG",2023-10-21,NA,NA,NA,NA,NA,NA,NA,4.738,0,11,6,7,0,0,24,0,NA,12,0,NA,NA,NA,6,-21,NA,NA
"396","A24","A24M","M","Surrogate",2,"2","Female","T6","Smaller","GG",2023-10-21,NA,NA,NA,NA,NA,NA,NA,10.477,0,2,2,20,0,0,24,0,NA,12,0,NA,NA,NA,6,-21,NA,NA
"397","A24","A24F","F","Surrogate",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,7,-20,NA,NA
"398","A24","A24M","M","Surrogate",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,7,-20,NA,NA
"399","A24","A24F","F","Surrogate",5,"2","Rock",NA,NA,"EP",2023-10-22,NA,NA,NA,NA,NA,NA,NA,4.171,0,1,19,0,0,0,20,0,NA,4,0,NA,NA,NA,7,-20,NA,NA
"400","A24","A24M","M","Surrogate",5,"2","Rock",NA,NA,"EP",2023-10-22,NA,NA,NA,NA,NA,NA,NA,7.707,0,3,11,0,1,0,14,1,NA,2.8,0.2,NA,NA,NA,7,-20,NA,NA
"401","B22","B22F","F","Surrogate",5,"1","Parenting","T2",NA,"GG",2023-10-12,"718",4,1,2,0,2,10.4770000000001,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0.6,0,461,"64.206128133704738",7,2,-15,NA,0.286341509974227
"402","B22","B22M","M","Surrogate",5,"1","Parenting","T2",NA,"GG",2023-10-12,"718",4,13,33,14,17,192.691,NA,NA,NA,NA,NA,NA,NA,60,0,NA,12,0,461,"64.206128133704738",7,2,-15,NA,0.311379358662314
"403","B22","B22F","F","Surrogate",10,"1","CrabLeashed","D2",NA,"EP",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA,11,0,25,11,NA,2.5,1.1,NA,NA,NA,3,-14,NA,NA
"404","B22","B22M","M","Surrogate",10,"1","CrabLeashed","D2",NA,"EP",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,1,0,4,1,NA,0.4,0.1,NA,NA,NA,3,-14,NA,NA
"405","B22","B22F","F","Surrogate",10,"1","Damsel","D2",NA,"GG",2023-10-14,NA,NA,NA,NA,NA,NA,NA,1.201,2,0,0,53,0,0,53,2,NA,5.3,0.2,NA,NA,NA,4,-13,NA,NA
"406","B22","B22M","M","Surrogate",10,"1","Damsel","D2",NA,"GG",2023-10-14,NA,NA,NA,NA,NA,NA,NA,25.058,1,0,0,34,0,0,34,1,NA,3.4,0.1,NA,NA,NA,4,-13,NA,NA
"407","B22","B22F","F","Surrogate",2,"1","Male","T10","Smaller","GG",2023-10-15,NA,NA,NA,NA,NA,NA,NA,10.443,0,0,0,26,0,0,26,0,NA,13,0,NA,NA,NA,5,-12,NA,NA
"408","B22","B22M","M","Surrogate",2,"1","Male","T10","Smaller","GG",2023-10-15,NA,NA,NA,NA,NA,NA,NA,3.97,0,0,4,16,0,1,21,0,NA,10.5,0,NA,NA,NA,5,-12,NA,NA
"409","B22","B22F","F","Surrogate",2,"1","Female","T2","Larger","GG",2023-10-16,NA,NA,NA,NA,NA,NA,NA,5.773,11,3,0,13,0,0,16,11,NA,8,5.5,NA,NA,NA,6,-11,NA,NA
"410","B22","B22M","M","Surrogate",2,"1","Female","T2","Larger","GG",2023-10-16,NA,NA,NA,NA,NA,NA,NA,5.773,0,0,1,19,0,0,20,0,NA,10,0,NA,NA,NA,6,-11,NA,NA
"411","B22","B22F","F","Surrogate",0.166666666666667,"1","Hand","Emily",NA,"GG",2023-10-17,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,7,-10,NA,NA
"412","B22","B22M","M","Surrogate",0.166666666666667,"1","Hand","Emily",NA,"GG",2023-10-17,NA,NA,NA,NA,NA,NA,NA,0.934,1,0,0,0,0,0,0,1,NA,0,6,NA,NA,NA,7,-10,NA,NA
"413","B22","B22F","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-10-17,NA,NA,NA,NA,NA,NA,NA,15.849,0,23,18,0,0,1,42,0,NA,8.4,0,NA,NA,NA,7,-10,NA,NA
"414","B22","B22M","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-10-17,NA,NA,NA,NA,NA,NA,NA,65.632,0,29,0,0,0,2,31,0,NA,6.2,0,NA,NA,NA,7,-10,NA,NA
"415","A21","A21F","F","None",10,"3","CrabLeashed","D2",NA,"GG",2023-10-28,NA,NA,NA,NA,NA,NA,NA,8.342,0,83,0,0,0,0,83,0,NA,8.3,0,NA,NA,NA,13,-14,NA,NA
"416","A21","A21M","M","None",10,"3","CrabLeashed","D2",NA,"GG",2023-10-28,NA,NA,NA,NA,NA,NA,NA,4.572,0,18,9,0,0,0,27,0,NA,2.7,0,NA,NA,NA,13,-14,NA,NA
"417","A21","A21F","F","None",10,"3","Damsel","D3",NA,"GG",2023-10-29,NA,NA,NA,NA,NA,NA,NA,4.571,0,32,1,19,0,164,216,0,NA,21.6,0,NA,NA,NA,14,-13,NA,NA
"418","A21","A21M","M","None",10,"3","Damsel","D3",NA,"GG",2023-10-29,NA,NA,NA,NA,NA,NA,NA,97.464,2,7,0,10,0,15,32,2,NA,3.2,0.2,NA,NA,NA,14,-13,NA,NA
"419","A21","A21F","F","None",2,"3","Male","C23","Similar","GG",2023-10-30,NA,NA,NA,NA,NA,NA,NA,0.332999999999998,0,2,0,9,0,2,13,0,NA,6.5,0,NA,NA,NA,15,-12,NA,NA
"420","A21","A21M","M","None",2,"3","Male","C23","Similar","GG",2023-10-30,NA,NA,NA,NA,NA,NA,NA,7.007,0,1,0,16,0,0,17,0,NA,8.5,0,NA,NA,NA,15,-12,NA,NA
"421","A21","A21F","F","None",2,"3","Female","C14","Smaller","GG",2023-10-31,NA,NA,NA,NA,NA,NA,NA,0.5,0,1,0,19,0,6,26,0,NA,13,0,NA,NA,NA,16,-11,NA,NA
"422","A21","A21M","M","None",2,"3","Female","C14","Smaller","GG",2023-10-31,NA,NA,NA,NA,NA,NA,NA,5.172,0,2,2,24,0,2,30,0,NA,15,0,NA,NA,NA,16,-11,NA,NA
"423","A21","A21F","F","None",0.166666666666667,"3","Hand","Gabe",NA,"GG",2023-11-01,NA,NA,NA,NA,NA,NA,NA,0.4,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,17,-10,NA,NA
"424","A21","A21M","M","None",0.166666666666667,"3","Hand","Gabe",NA,"GG",2023-11-01,NA,NA,NA,NA,NA,NA,NA,2.002,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,17,-10,NA,NA
"425","A21","A21F","F","None",5,"3","Rock",NA,NA,"GG",2023-11-02,NA,NA,NA,NA,NA,NA,NA,7.541,0,51,8,0,0,0,59,0,NA,11.8,0,NA,NA,NA,18,-9,NA,NA
"426","A21","A21M","M","None",5,"3","Rock",NA,NA,"GG",2023-11-02,NA,NA,NA,NA,NA,NA,NA,8.676,0,23,26,0,0,0,49,0,NA,9.8,0,NA,NA,NA,18,-9,NA,NA
"427","A24","A24F","F","Own",5,"2","Parenting","A24",NA,"GG",2023-10-28,"521",2,1,0,0,3,34.0670000000001,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.2,0,478,"91.746641074856043",7,1,-10,NA,0.0293539202160448
"428","A24","A24M","M","Own",5,"2","Parenting","A24",NA,"GG",2023-10-28,"521",2,92,178,0,4,286.52,NA,NA,NA,NA,NA,NA,NA,270,0,NA,54,0,478,"91.746641074856043",7,1,-10,NA,0.942342593885243
"429","A24","A24F","F","Own",10,"2","CrabLeashed","D1",NA,"EP",2023-10-29,NA,NA,NA,NA,NA,NA,NA,5.258,0,9,19,NA,0,0,28,0,NA,2.8,0,NA,NA,NA,2,-9,NA,NA
"430","A24","A24M","M","Own",10,"2","CrabLeashed","D1",NA,"EP",2023-10-29,NA,NA,NA,NA,NA,NA,NA,221.794,0,0,1,NA,0,0,1,0,NA,0.1,0,NA,NA,NA,2,-9,NA,NA
"431","A24","A24F","F","Own",10,"2","Damsel","D1",NA,"GG",2023-10-30,NA,NA,NA,NA,NA,NA,NA,0.901,0,1,0,25,0,0,26,0,NA,2.6,0,NA,NA,NA,3,-8,NA,NA
"432","A24","A24M","M","Own",10,"2","Damsel","D1",NA,"GG",2023-10-30,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-8,NA,NA
"433","A24","A24F","F","Own",2,"2","Male","C13","Similar","GG",2023-10-31,NA,NA,NA,NA,NA,NA,NA,2.536,0,3,0,12,0,1,16,0,NA,8,0,NA,NA,NA,4,-7,NA,NA
"434","A24","A24M","M","Own",2,"2","Male","C13","Similar","GG",2023-10-31,NA,NA,NA,NA,NA,NA,NA,3.303,1,0,0,6,0,7,13,1,NA,6.5,0.5,NA,NA,NA,4,-7,NA,NA
"435","A24","A24F","F","Own",2,"2","Female","B24","Similar","GG",2023-11-01,NA,NA,NA,NA,NA,NA,NA,0.734,0,3,0,14,0,0,17,0,NA,8.5,0,NA,NA,NA,5,-6,NA,NA
"436","A24","A24M","M","Own",2,"2","Female","B24","Similar","GG",2023-11-01,NA,NA,NA,NA,NA,NA,NA,24.658,0,1,0,2,0,10,13,0,NA,6.5,0,NA,NA,NA,5,-6,NA,NA
"437","A24","A24F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-11-02,NA,NA,NA,NA,NA,NA,NA,1.668,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-5,NA,NA
"438","A24","A24M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-11-02,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,6,-5,NA,NA
"439","A24","A24F","F","Own",5,"2","Rock",NA,NA,"EP",2023-11-02,NA,NA,NA,NA,NA,NA,NA,4.883,0,7,35,0,0,0,42,0,NA,8.4,0,NA,NA,NA,6,-5,NA,NA
"440","A24","A24M","M","Own",5,"2","Rock",NA,NA,"EP",2023-11-02,NA,NA,NA,NA,NA,NA,NA,2.881,0,16,66,0,0,0,82,0,NA,16.4,0,NA,NA,NA,6,-5,NA,NA
"441","A24","A24F","F","Own",5,"3","Parenting","A24",NA,"GG",2023-11-08,"698",2,2,6,3,7,45.3130000000001,NA,NA,NA,NA,NA,NA,NA,11,0,NA,2.2,0,491,"70.343839541547283",7,1,-24,NA,0.242755942003398
"442","A24","A24M","M","Own",5,"3","Parenting","A24",NA,"GG",2023-11-08,"698",2,153,250,3,7,278.313,NA,NA,NA,NA,NA,NA,NA,406,0,NA,81.2,0,491,"70.343839541547283",7,1,-24,NA,1.45878920495988
"443","A24","A24F","F","Own",10,"3","CrabLeashed","D2",NA,"GG",2023-11-09,NA,NA,NA,NA,NA,NA,NA,21.789,0,5,8,0,0,0,13,0,NA,1.3,0,NA,NA,NA,2,-23,NA,NA
"444","A24","A24M","M","Own",10,"3","CrabLeashed","D2",NA,"GG",2023-11-09,NA,NA,NA,NA,NA,NA,NA,141.942,0,0,1,0,0,0,1,0,NA,0.1,0,NA,NA,NA,2,-23,NA,NA
"445","A24","A24F","F","Own",10,"3","Damsel","D2",NA,"GG",2023-11-10,NA,NA,NA,NA,NA,NA,NA,19.753,0,0,0,17,0,1,18,0,NA,1.8,0,NA,NA,NA,3,-22,NA,NA
"446","A24","A24M","M","Own",10,"3","Damsel","D2",NA,"GG",2023-11-10,NA,NA,NA,NA,NA,NA,NA,12.446,0,0,0,2,0,0,2,0,NA,0.2,0,NA,NA,NA,3,-22,NA,NA
"447","A24","A24F","F","Own",2,"3","Male","A22","Smaller","GG",2023-11-11,NA,NA,NA,NA,NA,NA,NA,6.039,1,5,3,6,0,4,18,1,NA,9,0.5,NA,NA,NA,4,-21,NA,NA
"448","A24","A24M","M","Own",2,"3","Male","A22","Smaller","GG",2023-11-11,NA,NA,NA,NA,NA,NA,NA,9.209,1,6,0,7,0,7,20,1,NA,10,0.5,NA,NA,NA,4,-21,NA,NA
"449","A24","A24F","F","Own",2,"3","Female","A23","Larger","GG",2023-11-12,NA,NA,NA,NA,NA,NA,NA,2.335,0,4,13,6,0,2,25,0,NA,12.5,0,NA,NA,NA,5,-20,NA,NA
"450","A24","A24M","M","Own",2,"3","Female","A23","Larger","GG",2023-11-12,NA,NA,NA,NA,NA,NA,NA,5.238,0,0,0,18,0,1,19,0,NA,9.5,0,NA,NA,NA,5,-20,NA,NA
"451","A24","A24F","F","Own",0.166666666666667,"3","Hand","Emily",NA,"GG",2023-11-13,NA,NA,NA,NA,NA,NA,NA,2.669,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-19,NA,NA
"452","A24","A24M","M","Own",0.166666666666667,"3","Hand","Emily",NA,"GG",2023-11-13,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-19,NA,NA
"453","A24","A24F","F","Own",5,"3","Rock",NA,NA,"GG",2023-11-13,NA,NA,NA,NA,NA,NA,NA,14.548,0,5,73,0,0,0,78,0,NA,15.6,0,NA,NA,NA,6,-19,NA,NA
"454","A24","A24M","M","Own",5,"3","Rock",NA,NA,"GG",2023-11-13,NA,NA,NA,NA,NA,NA,NA,0.401000000000003,0,22,107,0,0,0,129,0,NA,25.8,0,NA,NA,NA,6,-19,NA,NA
"455","C11","C11F","F","Own",5,"3","Parenting","C11",NA,"GG",2023-10-19,"1169",4,29,51,4,6,159.393,NA,NA,NA,NA,NA,NA,NA,84,0,NA,16.8,0,857,"73.310521813515834",7,2,-16,NA,0.526999303608063
"456","C11","C11M","M","Own",5,"3","Parenting","C11",NA,"GG",2023-10-19,"1169",4,17,137,8,5,252.521,NA,NA,NA,NA,NA,NA,NA,162,0,NA,32.4,0,857,"73.310521813515834",7,2,-16,NA,0.641530803378729
"457","C11","C11F","F","Own",10,"3","Damsel","D3",NA,"GG",2023-10-21,NA,NA,NA,NA,NA,NA,NA,3.804,0,3,0,25,0,134,162,0,NA,16.2,0,NA,NA,NA,4,-14,NA,NA
"458","C11","C11M","M","Own",10,"3","Damsel","D3",NA,"GG",2023-10-21,NA,NA,NA,NA,NA,NA,NA,5.005,0,0,0,1,0,0,1,0,NA,0.1,0,NA,NA,NA,4,-14,NA,NA
"459","C11","C11F","F","Own",2,"3","Male","C23","Larger","GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,12.713,0,1,3,21,0,1,26,0,NA,13,0,NA,NA,NA,5,-13,NA,NA
"460","C11","C11M","M","Own",2,"3","Male","C23","Larger","GG",2023-10-22,NA,NA,NA,NA,NA,NA,NA,6.273,0,8,0,3,0,0,11,0,NA,5.5,0,NA,NA,NA,5,-13,NA,NA
"461","C11","C11F","F","Own",2,"3","Female","T16","Smaller","GG",2023-10-23,NA,NA,NA,NA,NA,NA,NA,120,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,6,-12,NA,NA
"462","C11","C11M","M","Own",2,"3","Female","T16","Smaller","GG",2023-10-23,NA,NA,NA,NA,NA,NA,NA,64.764,0,2,2,7,0,0,11,0,NA,5.5,0,NA,NA,NA,6,-12,NA,NA
"463","C11","C11F","F","Own",0.166666666666667,"3","Hand","Gabe",NA,"GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,0.400000000000002,0,0,0,8,0,0,8,0,NA,48,0,NA,NA,NA,7,-11,NA,NA
"464","C11","C11M","M","Own",0.166666666666667,"3","Hand","Gabe",NA,"GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,7,-11,NA,NA
"465","C11","C11F","F","Own",5,"3","Rock",NA,NA,"GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,10.211,0,35,5,0,0,0,40,0,NA,8,0,NA,NA,NA,7,-11,NA,NA
"466","C11","C11M","M","Own",5,"3","Rock",NA,NA,"GG",2023-10-24,NA,NA,NA,NA,NA,NA,NA,0.367000000000001,0,18,32,0,0,0,50,0,NA,10,0,NA,NA,NA,7,-11,NA,NA
"467","B22","B22F","F","Own",5,"2","Parenting","B22",NA,"GG",2023-10-28,"508",2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,498,"98.031496062992133",7,1,-11,NA,0
"468","B22","B22M","M","Own",5,"2","Parenting","B22",NA,"GG",2023-10-28,"508",2,6,26,14,20,182.447,NA,NA,NA,NA,NA,NA,NA,46,0,NA,9.2,0,498,"98.031496062992133",7,1,-11,NA,0.252128015259226
"469","B22","B22F","F","Own",10,"2","CrabLeashed","D2",NA,"GG",2023-10-29,NA,NA,NA,NA,NA,NA,NA,82.649,0,26,11,0,0,0,37,0,NA,3.7,0,NA,NA,NA,2,-10,NA,NA
"470","B22","B22M","M","Own",10,"2","CrabLeashed","D2",NA,"GG",2023-10-29,NA,NA,NA,NA,NA,NA,NA,16.149,0,19,0,0,0,0,19,0,NA,1.9,0,NA,NA,NA,2,-10,NA,NA
"471","B22","B22F","F","Own",10,"2","Damsel","D3",NA,"GG",2023-10-30,NA,NA,NA,NA,NA,NA,NA,1.601,2,1,0,18,0,0,19,2,NA,1.9,0.2,NA,NA,NA,3,-9,NA,NA
"472","B22","B22M","M","Own",10,"2","Damsel","D3",NA,"GG",2023-10-30,NA,NA,NA,NA,NA,NA,NA,36.57,0,0,0,9,0,0,9,0,NA,0.9,0,NA,NA,NA,3,-9,NA,NA
"473","B22","B22F","F","Own",2,"2","Male","A15","Smaller","GG",2023-10-31,NA,NA,NA,NA,NA,NA,NA,20.72,0,0,0,23,0,0,23,0,NA,11.5,0,NA,NA,NA,4,-8,NA,NA
"474","B22","B22M","M","Own",2,"2","Male","A15","Smaller","GG",2023-10-31,NA,NA,NA,NA,NA,NA,NA,1.735,0,0,16,14,1,0,30,1,NA,15,0.5,NA,NA,NA,4,-8,NA,NA
"475","B22","B22F","F","Own",2,"2","Female","T1","Larger","GG",2023-11-01,NA,NA,NA,NA,NA,NA,NA,6.006,3,2,0,16,0,0,18,3,NA,9,1.5,NA,NA,NA,5,-7,NA,NA
