"","Tank","Fish","Sex","Eggs","Time.For.Assay.minutes","Round","Assay","Test.animal.origin","Relative.size.counterpart","Rater","Date","Eggs.prior","Age.eggs.prior","Nips","Pec.fans","Tail.Fans","Entrances","Time","Latency","Flee","Tail.strike","Bite","Display","Quiver","Chase.Charge","Sum.Behaviors","Sum.Submissive","Parenting.per,minute","Aggressive.per.minute","Submissive.per.minute","Eggs.after","Eggs.proportion.after","Age.eggs.after","Days.prev.spawn","Days.next.spawn","Days.nearest.spawn","Parenting.per.time"
"116","C11","C11M","M","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-08,NA,NA,NA,NA,NA,NA,NA,5.4,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,14,-5,NA,NA
"117","C11","C11F","F","None",5,"1","Rock",NA,NA,"GG",2023-09-08,NA,NA,NA,NA,NA,NA,NA,7.54,0,40,6,1,0,0,47,0,NA,9.4,0,NA,NA,NA,14,-5,NA,NA
"118","C11","C11M","M","None",5,"1","Rock",NA,NA,"GG",2023-09-08,NA,NA,NA,NA,NA,NA,NA,87.721,0,17,5,0,0,0,22,0,NA,4.4,0,NA,NA,NA,14,-5,NA,NA
"119","A21","A21F","F","Own",5,"2","Parenting","A21",NA,"GG",2023-09-04,"740",2,10,13,0,6,23.7,NA,NA,NA,NA,NA,NA,NA,23,0,NA,4.6,0,605,"81.756756756756758",7,1,-41,NA,0.970464135021097
"120","A21","A21M","M","Own",5,"2","Parenting","A21",NA,"GG",2023-09-04,"740",2,35,90,0,35,193,NA,NA,NA,NA,NA,NA,NA,125,0,NA,25,0,605,"81.756756756756758",7,1,-41,NA,0.647668393782383
"121","A21","A21F","F","Own",10,"2","CrabLeashed","D1",NA,"GG",2023-09-06,NA,NA,NA,NA,NA,NA,NA,3.971,0,101,1,0,0,0,102,0,NA,10.2,0,NA,NA,NA,3,-39,NA,NA
"122","A21","A21M","M","Own",10,"2","CrabLeashed","D1",NA,"GG",2023-09-06,NA,NA,NA,NA,NA,NA,NA,340.641,0,1,0,0,0,0,1,0,NA,0.1,0,NA,NA,NA,3,-39,NA,NA
"123","A21","A21F","F","Own",10,"2","Damsel","D3",NA,"GG",2023-09-06,NA,NA,NA,NA,NA,NA,NA,7.874,0,1,0,8,0,63,72,0,NA,7.2,0,NA,NA,NA,3,-39,NA,NA
"124","A21","A21M","M","Own",10,"2","Damsel","D3",NA,"GG",2023-09-06,NA,NA,NA,NA,NA,NA,NA,6.907,0,0,0,5,0,4,9,0,NA,0.9,0,NA,NA,NA,3,-39,NA,NA
"125","A21","A21F","F","Own",2,"2","Male","T8","Smaller","GG",2023-09-07,NA,NA,NA,NA,NA,NA,NA,0.667,0,4,1,6,0,15,26,0,NA,13,0,NA,NA,NA,4,-38,NA,NA
"126","A21","A21M","M","Own",2,"2","Male","T8","Smaller","GG",2023-09-07,NA,NA,NA,NA,NA,NA,NA,13.413,0,4,1,7,0,0,12,0,NA,6,0,NA,NA,NA,4,-38,NA,NA
"127","A21","A21F","F","Own",2,"2","Female","T2","Similar","GG",2023-09-08,NA,NA,NA,NA,NA,NA,NA,2.403,0,16,7,2,0,3,28,0,NA,14,0,NA,NA,NA,5,-37,NA,NA
"128","A21","A21M","M","Own",2,"2","Female","T2","Similar","GG",2023-09-08,NA,NA,NA,NA,NA,NA,NA,12.813,0,0,2,16,0,1,19,0,NA,9.5,0,NA,NA,NA,5,-37,NA,NA
"129","A21","A21F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-09-09,NA,NA,NA,NA,NA,NA,NA,0.7,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-36,NA,NA
"130","A21","A21M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-09-09,NA,NA,NA,NA,NA,NA,NA,4.6,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-36,NA,NA
"131","A21","A21F","F","Own",5,"2","Rock",NA,NA,"GG",2023-09-09,NA,NA,NA,NA,NA,NA,NA,2.369,0,48,9,0,0,0,57,0,NA,11.4,0,NA,NA,NA,6,-36,NA,NA
"132","A21","A21M","M","Own",5,"2","Rock",NA,NA,"GG",2023-09-09,NA,NA,NA,NA,NA,NA,NA,42.175,0,7,25,0,0,0,32,0,NA,6.4,0,NA,NA,NA,6,-36,NA,NA
"133","C22","C22F","F","Own",5,"1","Parenting","C22",NA,"GG",2023-09-08,"703",2,1,2,0,3,21,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0.6,0,259,"36.84210526315789",7,1,-14,NA,0.142857142857143
"134","C22","C22M","M","Own",5,"1","Parenting","C22",NA,"GG",2023-09-08,"703",2,123,226,0,8,70.9,NA,NA,NA,NA,NA,NA,NA,349,0,NA,69.8,0,259,"36.84210526315789",7,1,-14,NA,4.92242595204513
"135","C22","C22F","F","Own",10,"1","CrabLeashed","D1",NA,"GG",2023-09-10,NA,NA,NA,NA,NA,NA,NA,15.015,0,51,0,0,0,0,51,0,NA,5.1,0,NA,NA,NA,3,-12,NA,NA
"136","C22","C22M","M","Own",10,"1","CrabLeashed","D1",NA,"GG",2023-09-10,NA,NA,NA,NA,NA,NA,NA,8.108,0,53,0,0,0,0,53,0,NA,5.3,0,NA,NA,NA,3,-12,NA,NA
"137","C22","C22F","F","Own",10,"1","Damsel","D1",NA,"GG",2023-09-10,NA,NA,NA,NA,NA,NA,NA,13.68,0,12,0,38,0,71,121,0,NA,12.1,0,NA,NA,NA,3,-12,NA,NA
"138","C22","C22M","M","Own",10,"1","Damsel","D1",NA,"GG",2023-09-10,NA,NA,NA,NA,NA,NA,NA,3.737,2,3,0,3,0,8,14,2,NA,1.4,0.2,NA,NA,NA,3,-12,NA,NA
"139","C22","C22F","F","Own",2,"1","Male","C25","Smaller","GG",2023-09-11,NA,NA,NA,NA,NA,NA,NA,120,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,4,-11,NA,NA
"140","C22","C22M","M","Own",2,"1","Male","C25","Smaller","GG",2023-09-11,NA,NA,NA,NA,NA,NA,NA,96,0,0,0,2,0,0,2,0,NA,1,0,NA,NA,NA,4,-11,NA,NA
"141","C22","C22F","F","Own",2,"1","Female","B12","Smaller","GG",2023-09-12,NA,NA,NA,NA,NA,NA,NA,120,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,5,-10,NA,NA
"142","C22","C22M","M","Own",2,"1","Female","B12","Smaller","GG",2023-09-12,NA,NA,NA,NA,NA,NA,NA,89,0,0,0,3,0,1,4,0,NA,2,0,NA,NA,NA,5,-10,NA,NA
"143","C22","C22F","F","Own",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,1.4,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-9,NA,NA
"144","C22","C22M","M","Own",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,6,-9,NA,NA
"145","C22","C22F","F","Own",5,"1","Rock",NA,NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,14.081,0,18,0,1,0,0,19,0,NA,3.8,0,NA,NA,NA,6,-9,NA,NA
"146","C22","C22M","M","Own",5,"1","Rock",NA,NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,49.283,0,19,0,0,0,0,19,0,NA,3.8,0,NA,NA,NA,6,-9,NA,NA
"147","T18","T18F","F","Surrogate",5,"1","Parenting","TB",NA,"GG",2023-09-10,"449",4,22,13,1,20,63.9,NA,NA,NA,NA,NA,NA,NA,36,0,NA,7.2,0,91,"20.26726057906459",7,1,-17,NA,0.563380281690141
"148","T18","T18M","M","Surrogate",5,"1","Parenting","TB",NA,"GG",2023-09-10,"449",4,2,17,5,31,88.3,NA,NA,NA,NA,NA,NA,NA,24,0,NA,4.8,0,91,"20.26726057906459",7,1,-17,NA,0.271800679501699
"149","T18","T18F","F","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,41.975,0,63,19,0,0,0,82,0,NA,8.2,0,NA,NA,NA,4,-14,NA,NA
"150","T18","T18M","M","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,9.476,0,37,0,0,0,0,37,0,NA,3.7,0,NA,NA,NA,4,-14,NA,NA
"151","T18","T18F","F","Surrogate",10,"1","Damsel","D3",NA,"GG",2023-09-11,NA,NA,NA,NA,NA,NA,NA,118.084,0,13,1,13,0,125,152,0,NA,15.2,0,NA,NA,NA,2,-16,NA,NA
"152","T18","T18M","M","Surrogate",10,"1","Damsel","D3",NA,"GG",2023-09-11,NA,NA,NA,NA,NA,NA,NA,357.49,0,0,0,2,0,0,2,0,NA,0.2,0,NA,NA,NA,2,-16,NA,NA
"153","T18","T18F","F","Surrogate",2,"1","Male","T16","Larger","GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,17.551,0,0,1,3,0,1,5,0,NA,2.5,0,NA,NA,NA,4,-14,NA,NA
"154","T18","T18M","M","Surrogate",2,"1","Male","T16","Larger","GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,7.774,0,0,0,29,1,0,29,1,NA,14.5,0.5,NA,NA,NA,4,-14,NA,NA
"155","T18","T18F","F","Surrogate",2,"1","Female","T16","Smaller","GG",2023-09-14,NA,NA,NA,NA,NA,NA,NA,49.149,0,5,4,0,0,29,38,0,NA,19,0,NA,NA,NA,5,-13,NA,NA
"156","T18","T18M","M","Surrogate",2,"1","Female","T16","Smaller","GG",2023-09-14,NA,NA,NA,NA,NA,NA,NA,50.45,0,4,6,0,0,1,11,0,NA,5.5,0,NA,NA,NA,5,-13,NA,NA
"157","T18","T18F","F","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,0.534000000000001,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-12,NA,NA
"158","T18","T18M","M","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,2.002,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,6,-12,NA,NA
"159","T18","T18F","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,11.111,0,43,36,1,0,0,80,0,NA,16,0,NA,NA,NA,6,-12,NA,NA
"160","T18","T18M","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,9.042,0,40,1,0,0,0,41,0,NA,8.2,0,NA,NA,NA,6,-12,NA,NA
"161","TB","TBF","F","Surrogate",5,"1","Parenting","T18",NA,"GG",2023-09-10,"848",2,11,19,14,19,216.419,NA,NA,NA,NA,NA,NA,NA,44,0,NA,8.8,0,207,"24.410377358490564",7,3,-28,NA,0.203309321270314
"162","TB","TBM","M","Surrogate",5,"1","Parenting","T18",NA,"GG",2023-09-10,"848",2,88,254,0,5,285.854,NA,NA,NA,NA,NA,NA,NA,342,0,NA,68.4,0,207,"24.410377358490564",7,3,-28,NA,1.19641495308794
"163","TB","TBF","F","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-09-11,NA,NA,NA,NA,NA,NA,NA,117.918,0,32,0,0,0,0,32,0,NA,3.2,0,NA,NA,NA,4,-27,NA,NA
"164","TB","TBM","M","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-09-11,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,4,-27,NA,NA
"165","TB","TBF","F","Surrogate",10,"1","Damsel","D1",NA,"GG",2023-09-12,NA,NA,NA,NA,NA,NA,NA,43.11,2,0,0,5,0,0,5,2,NA,0.5,0.2,NA,NA,NA,5,-26,NA,NA
"166","TB","TBM","M","Surrogate",10,"1","Damsel","D1",NA,"GG",2023-09-12,NA,NA,NA,NA,NA,NA,NA,62.062,2,0,0,1,0,0,1,2,NA,0.1,0.2,NA,NA,NA,5,-26,NA,NA
"167","TB","TBF","F","Surrogate",2,"1","Male","C23","Larger","GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,120,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,6,-25,NA,NA
"168","TB","TBM","M","Surrogate",2,"1","Male","C23","Larger","GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,38.806,0,0,0,12,3,0,12,3,NA,6,1.5,NA,NA,NA,6,-25,NA,NA
"169","TB","TBF","F","Surrogate",2,"1","Female","C24","Smaller","GG",2023-09-14,NA,NA,NA,NA,NA,NA,NA,79.379,0,0,3,5,12,1,9,12,NA,4.5,6,NA,NA,NA,7,-24,NA,NA
"170","TB","TBM","M","Surrogate",2,"1","Female","C24","Smaller","GG",2023-09-14,NA,NA,NA,NA,NA,NA,NA,17.15,0,0,0,12,1,0,12,1,NA,6,0.5,NA,NA,NA,7,-24,NA,NA
"171","TB","TBF","F","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,8,-23,NA,NA
"172","TB","TBM","M","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,8,-23,NA,NA
"173","TB","TBF","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,87.321,0,18,0,2,0,0,20,0,NA,4,0,NA,NA,NA,8,-23,NA,NA
"174","TB","TBM","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-15,NA,NA,NA,NA,NA,NA,NA,260.327,0,1,0,0,0,0,1,0,NA,0.2,0,NA,NA,NA,8,-23,NA,NA
"175","A24","A24F","F","Surrogate",5,"1","Parenting","B15",NA,"EP",2023-09-16,"968",2,24,0,0,6,76.3,NA,NA,NA,NA,NA,NA,NA,24,0,NA,4.8,0,398,"41.115702479338843",7,2,-29,NA,0.314547837483617
"176","A24","A24M","M","Surrogate",5,"1","Parenting","B15",NA,"EP",2023-09-16,"968",2,91,35,1,12,265.6,NA,NA,NA,NA,NA,NA,NA,127,0,NA,25.4,0,398,"41.115702479338843",7,2,-29,NA,0.47816265060241
"177","A24","A24F","F","Surrogate",10,"1","CrabLeashed","D2",NA,"EP",2023-09-17,NA,NA,NA,NA,NA,NA,NA,26.63,0,5,11,0,0,0,16,0,NA,1.6,0,NA,NA,NA,3,-28,NA,NA
"178","A24","A24M","M","Surrogate",10,"1","CrabLeashed","D2",NA,"EP",2023-09-17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-28,NA,NA
"179","A24","A24F","F","Surrogate",10,"1","Damsel","D3",NA,"IW",2024-02-09,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"180","A24","A24M","M","Surrogate",10,"1","Damsel","D3",NA,"IW",2024-02-09,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"181","A24","A24F","F","Surrogate",2,"1","Male","C23","Similar","GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,39.573,0,2,1,3,2,0,6,2,NA,3,1,NA,NA,NA,4,-27,NA,NA
"182","A24","A24M","M","Surrogate",2,"1","Male","C23","Similar","GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,3.336,0,1,0,5,2,4,10,2,NA,5,1,NA,NA,NA,4,-27,NA,NA
"183","A24","A24F","F","Surrogate",2,"1","Female","T8","Similar","GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,4.405,0,6,3,7,3,4,20,3,NA,10,1.5,NA,NA,NA,6,-25,NA,NA
"184","A24","A24M","M","Surrogate",2,"1","Female","T8","Similar","GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,3.771,0,2,4,7,0,8,21,0,NA,10.5,0,NA,NA,NA,6,-25,NA,NA
"185","A24","A24F","F","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,3,0,0,4,0,NA,24,0,NA,NA,NA,7,-24,NA,NA
"186","A24","A24M","M","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,4.671,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,7,-24,NA,NA
"187","A24","A24F","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,15.582,0,20,64,0,NA,0,84,0,NA,16.8,0,NA,NA,NA,7,-24,NA,NA
"188","A24","A24M","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,12.246,0,9,51,1,NA,0,61,0,NA,12.2,0,NA,NA,NA,7,-24,NA,NA
"189","C15","C15F","F","Own",5,"1","Parenting","C15",NA,"GG",2023-09-16,"848",2,4,3,0,5,12.9,NA,NA,NA,NA,NA,NA,NA,7,0,NA,1.4,0,766,"90.330188679245282",7,1,-18,NA,0.542635658914729
"190","C15","C15M","M","Own",5,"1","Parenting","C15",NA,"GG",2023-09-16,"848",2,53,110,0,4,188,NA,NA,NA,NA,NA,NA,NA,163,0,NA,32.6,0,766,"90.330188679245282",7,1,-18,NA,0.867021276595745
"191","C15","C15F","F","Own",10,"1","CrabLeashed","D2",NA,"GG",2023-09-17,NA,NA,NA,NA,NA,NA,NA,34,0,3,7,0,0,0,10,0,NA,1,0,NA,NA,NA,2,-17,NA,NA
"192","C15","C15M","M","Own",10,"1","CrabLeashed","D2",NA,"GG",2023-09-17,NA,NA,NA,NA,NA,NA,NA,354,0,0,2,0,0,0,2,0,NA,0.2,0,NA,NA,NA,2,-17,NA,NA
"193","C15","C15F","F","Own",10,"1","Damsel","D3",NA,"GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,27,0,1,0,1,0,1,3,0,NA,0.3,0,NA,NA,NA,3,-16,NA,NA
"194","C15","C15M","M","Own",10,"1","Damsel","D3",NA,"GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-16,NA,NA
"195","C15","C15F","F","Own",2,"1","Male","C14","Smaller","GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,120,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,4,-15,NA,NA
"196","C15","C15M","M","Own",2,"1","Male","C14","Smaller","GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,6,2,0,6,2,NA,3,1,NA,NA,NA,4,-15,NA,NA
"197","C15","C15F","F","Own",2,"1","Female","B24","Similar","GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,0.366999999999997,0,11,2,13,0,15,41,0,NA,20.5,0,NA,NA,NA,5,-14,NA,NA
"198","C15","C15M","M","Own",2,"1","Female","B24","Similar","GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,8.242,0,5,0,10,0,8,23,0,NA,11.5,0,NA,NA,NA,5,-14,NA,NA
"199","C15","C15F","F","Own",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,0.699999999999999,0,0,0,1,0,1,2,0,NA,12,0,NA,NA,NA,6,-13,NA,NA
"200","C15","C15M","M","Own",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,6,-13,NA,NA
"201","C15","C15F","F","Own",5,"1","Rock",NA,NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,59.993,0,8,15,0,0,0,23,0,NA,4.6,0,NA,NA,NA,6,-13,NA,NA
"202","C15","C15M","M","Own",5,"1","Rock",NA,NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,74.408,0,13,10,0,0,0,23,0,NA,4.6,0,NA,NA,NA,6,-13,NA,NA
"203","C11","C11F","F","Surrogate",5,"1","Parenting","B22",NA,"GG",2023-09-14,"671",2,33,15,1,29,110,NA,NA,NA,NA,NA,NA,NA,49,0,NA,9.8,0,495,"73.770491803278688",7,1,-13,NA,0.445454545454545
"204","C11","C11M","M","Surrogate",5,"1","Parenting","B22",NA,"GG",2023-09-14,"671",2,26,86,3,34,205,NA,NA,NA,NA,NA,NA,NA,115,0,NA,23,0,495,"73.770491803278688",7,1,-13,NA,0.560975609756098
"205","C11","C11F","F","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,15.082,0,67,11,0,0,0,78,0,NA,7.8,0,NA,NA,NA,7,-7,NA,NA
"206","C11","C11M","M","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,277.044,0,15,18,0,0,0,33,0,NA,3.3,0,NA,NA,NA,7,-7,NA,NA
"207","C11","C11F","F","Surrogate",10,"1","Damsel","D1",NA,"GG",2023-09-16,NA,NA,NA,NA,NA,NA,NA,15.816,5,3,0,14,0,16,33,5,NA,3.3,0.5,NA,NA,NA,3,-11,NA,NA
"208","C11","C11M","M","Surrogate",10,"1","Damsel","D1",NA,"GG",2023-09-16,NA,NA,NA,NA,NA,NA,NA,600,0,NA,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-11,NA,NA
"209","C11","C11F","F","Surrogate",2,"1","Male","B21","Larger","GG",2023-09-17,NA,NA,NA,NA,NA,NA,NA,36.136,0,0,2,2,0,1,5,0,NA,2.5,0,NA,NA,NA,4,-10,NA,NA
"210","C11","C11M","M","Surrogate",2,"1","Male","B21","Larger","GG",2023-09-17,NA,NA,NA,NA,NA,NA,NA,39.939,0,7,0,3,1,4,14,1,NA,7,0.5,NA,NA,NA,4,-10,NA,NA
"211","C11","C11F","F","Surrogate",2,"1","Female","B21","Smaller","GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,7.04,0,13,3,3,0,40,59,0,NA,29.5,0,NA,NA,NA,5,-9,NA,NA
"212","C11","C11M","M","Surrogate",2,"1","Female","B21","Smaller","GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,21.921,0,1,0,3,0,1,5,0,NA,2.5,0,NA,NA,NA,5,-9,NA,NA
"213","C11","C11F","F","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,0.367000000000001,0,0,1,5,0,0,6,0,NA,36,0,NA,NA,NA,6,-8,NA,NA
"214","C11","C11M","M","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,3.47,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,6,-8,NA,NA
"215","C11","C11F","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,12.346,0,25,3,0,0,0,28,0,NA,5.6,0,NA,NA,NA,6,-8,NA,NA
"216","C11","C11M","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,9.443,0,30,18,0,0,0,48,0,NA,9.6,0,NA,NA,NA,6,-8,NA,NA
"217","A24","A24F","F","None",10,"1","CrabLeashed","D2",NA,"GG",2023-09-12,NA,NA,NA,NA,NA,NA,NA,71.671,0,29,4,0,0,0,33,0,NA,3.3,0,NA,NA,NA,11,-2,NA,NA
"218","A24","A24M","M","None",10,"1","CrabLeashed","D2",NA,"GG",2023-09-12,NA,NA,NA,NA,NA,NA,NA,67.067,0,9,0,0,0,0,9,0,NA,0.9,0,NA,NA,NA,11,-2,NA,NA
"219","A24","A24F","F","None",10,"1","Damsel","D2",NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,11.778,0,0,0,31,0,20,51,0,NA,5.1,0,NA,NA,NA,12,-1,NA,NA
"220","A24","A24M","M","None",10,"1","Damsel","D2",NA,"GG",2023-09-13,NA,NA,NA,NA,NA,NA,NA,13.079,0,2,0,6,0,5,13,0,NA,1.3,0,NA,NA,NA,12,-1,NA,NA
"221","A24","A24F","F","None",2,"1","Male","Not labeled 1","Similar","GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,1.802,1,4,1,5,0,5,15,1,NA,7.5,0.5,NA,NA,NA,11,-20,NA,NA
"222","A24","A24M","M","None",2,"1","Male","Not labeled 1","Similar","GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,6.573,0,3,1,4,0,8,16,0,NA,8,0,NA,NA,NA,11,-20,NA,NA
"223","A24","A24F","F","None",2,"1","Female","A11","Larger","GG",2023-09-26,NA,NA,NA,NA,NA,NA,NA,2.136,0,11,10,9,1,0,30,1,NA,15,0.5,NA,NA,NA,12,-19,NA,NA
"224","A24","A24M","M","None",2,"1","Female","A11","Larger","GG",2023-09-26,NA,NA,NA,NA,NA,NA,NA,27.495,0,0,0,6,0,0,6,0,NA,3,0,NA,NA,NA,12,-19,NA,NA
"225","A24","A24F","F","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-27,NA,NA,NA,NA,NA,NA,NA,0.601,0,0,0,2,0,1,3,0,NA,18,0,NA,NA,NA,13,-18,NA,NA
"226","A24","A24M","M","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-27,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,13,-18,NA,NA
"227","A24","A24F","F","None",5,"1","Rock",NA,NA,"GG",2023-09-27,NA,NA,NA,NA,NA,NA,NA,7.374,0,4,28,0,0,0,32,0,NA,6.4,0,NA,NA,NA,13,-18,NA,NA
"228","A24","A24M","M","None",5,"1","Rock",NA,NA,"GG",2023-09-27,NA,NA,NA,NA,NA,NA,NA,121.922,0,0,16,0,0,0,16,0,NA,3.2,0,NA,NA,NA,13,-18,NA,NA
"229","C22","C22F","F","Own",5,"2","Parenting","C22",NA,"GG",2023-09-24,"992",2,3,5,0,1,5.439,NA,NA,NA,NA,NA,NA,NA,8,0,NA,1.6,0,193,"19.45564516129032",7,2,-15,NA,1.47085861371576
"230","C22","C22M","M","Own",5,"2","Parenting","C22",NA,"GG",2023-09-24,"992",2,123,190,6,7,238.871,NA,NA,NA,NA,NA,NA,NA,319,0,NA,63.8,0,193,"19.45564516129032",7,2,-15,NA,1.3354488405876
"231","C22","C22F","F","Own",10,"2","CrabLeashed","D1",NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,53.82,0,20,0,0,0,0,20,0,NA,2,0,NA,NA,NA,3,-14,NA,NA
"232","C22","C22M","M","Own",10,"2","CrabLeashed","D1",NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,12.245,0,46,0,0,0,0,46,0,NA,4.6,0,NA,NA,NA,3,-14,NA,NA
"233","C22","C22F","F","Own",10,"2","Damsel","D2",NA,"GG",2023-09-26,NA,NA,NA,NA,NA,NA,NA,3.57,1,8,0,26,0,113,147,1,NA,14.7,0.1,NA,NA,NA,4,-13,NA,NA
"234","C22","C22M","M","Own",10,"2","Damsel","D2",NA,"GG",2023-09-26,NA,NA,NA,NA,NA,NA,NA,12.079,24,0,0,6,0,50,56,24,NA,5.6,2.4,NA,NA,NA,4,-13,NA,NA
